subject,condition,block,procedure,trial,item,response,RT,time,correct,accuracy
24102802,cl_animals,2,test,7,assets\cl_animals\animals_24.png,0,,152.91,0.0,1.0
24102802,cl_animals,2,test,8,assets\cl_animals\animals_26.png,0,,154.63,0.0,1.0
24102802,cl_animals,2,test,9,assets\cl_animals\animals_20.png,0,,156.36,0.0,1.0
24102802,cl_animals,2,test,10,assets\cl_animals\animals_64.png,0,,158.09,0.0,1.0
24102802,cl_animals,2,test,11,assets\cl_animals\animals_12.png,0,,159.82,0.0,1.0
24102802,cl_animals,2,test,12,assets\cl_animals\animals_52.png,0,,161.55,0.0,1.0
24102802,cl_animals,2,test,13,assets\cl_animals\animals_78.png,0,,163.28,0.0,1.0
24102802,cl_animals,2,test,14,assets\cl_animals\animals_65.png,0,,165.01,0.0,1.0
24102802,cl_animals,2,test,15,assets\cl_animals\animals_83.png,0,,166.74,0.0,1.0
24102802,cl_animals,2,test,16,assets\cl_animals\animals_31.png,0,,168.47,0.0,1.0
24102802,cl_animals,2,test,17,assets\cl_animals\animals_42.png,0,,170.2,0.0,1.0
24102802,cl_animals,2,test,18,assets\cl_animals\animals_43.png,0,,171.93,0.0,1.0
24102802,cl_animals,2,test,19,assets\cl_animals\animals_56.png,0,,173.66,0.0,1.0
24102802,cl_animals,2,test,20,assets\cl_animals\animals_19.png,0,,175.39,0.0,1.0
24102802,cl_animals,3,test,0,assets\cl_animals\animals_86.png,0,,183.07,,
24102802,cl_animals,3,test,1,assets\cl_animals\animals_60.png,0,,184.8,0.0,1.0
24102802,cl_animals,3,test,2,assets\cl_animals\animals_89.png,0,,186.53,0.0,1.0
24102802,cl_animals,3,test,3,assets\cl_animals\animals_13.png,0,,188.25,0.0,1.0
24102802,cl_animals,3,test,4,assets\cl_animals\animals_54.png,0,,189.98,0.0,1.0
24102802,cl_animals,3,test,5,assets\cl_animals\animals_54.png,0,,191.71,1.0,0.0
24102802,cl_animals,3,test,6,assets\cl_animals\animals_72.png,0,,193.44,0.0,1.0
24102802,cl_animals,3,test,7,assets\cl_animals\animals_23.png,0,,195.17,0.0,1.0
24102802,cl_animals,3,test,8,assets\cl_animals\animals_50.png,0,,196.9,0.0,1.0
24102802,cl_animals,3,test,9,assets\cl_animals\animals_50.png,0,,198.63,1.0,0.0
24102802,cl_animals,3,test,10,assets\cl_animals\animals_34.png,0,,200.36,0.0,1.0
24102802,cl_animals,3,test,11,assets\cl_animals\animals_44.png,0,,202.08,0.0,1.0
24102802,cl_animals,3,test,12,assets\cl_animals\animals_85.png,0,,203.81,0.0,1.0
24102802,cl_animals,3,test,13,assets\cl_animals\animals_40.png,0,,205.54,0.0,1.0
24102802,cl_animals,3,test,14,assets\cl_animals\animals_33.png,0,,207.27,0.0,1.0
24102802,cl_animals,3,test,15,assets\cl_animals\animals_33.png,0,,208.99,1.0,0.0
24102802,cl_animals,3,test,16,assets\cl_animals\animals_33.png,0,,210.72,1.0,0.0
24102802,cl_animals,3,test,17,assets\cl_animals\animals_5.png,0,,212.45,0.0,1.0
24102802,cl_animals,3,test,18,assets\cl_animals\animals_9.png,0,,214.18,0.0,1.0
24102802,cl_animals,3,test,19,assets\cl_animals\animals_10.png,0,,215.91,0.0,1.0
24102802,cl_animals,3,test,20,assets\cl_animals\animals_15.png,0,,217.64,0.0,1.0
24102802,cl_animals,4,test,0,assets\cl_animals\animals_41.png,0,,225.06,,
24102802,cl_animals,4,test,1,assets\cl_animals\animals_39.png,0,,226.79,0.0,1.0
24102802,cl_animals,4,test,2,assets\cl_animals\animals_8.png,0,,228.52,0.0,1.0
24102802,cl_animals,4,test,3,assets\cl_animals\animals_20.png,0,,230.24,0.0,1.0
24102802,cl_animals,4,test,4,assets\cl_animals\animals_87.png,0,,231.97,0.0,1.0
24102802,cl_animals,4,test,5,assets\cl_animals\animals_84.png,0,,233.7,0.0,1.0
24102802,cl_animals,4,test,6,assets\cl_animals\animals_49.png,0,,235.43,0.0,1.0
24102802,cl_animals,4,test,7,assets\cl_animals\animals_51.png,0,,237.15,0.0,1.0
24102802,cl_animals,4,test,8,assets\cl_animals\animals_74.png,0,,238.88,0.0,1.0
24102802,cl_animals,4,test,9,assets\cl_animals\animals_59.png,0,,240.61,0.0,1.0
24102802,cl_animals,4,test,10,assets\cl_animals\animals_55.png,0,,242.34,0.0,1.0
24102802,cl_animals,4,test,11,assets\cl_animals\animals_24.png,0,,244.07,0.0,1.0
24102802,cl_animals,4,test,12,assets\cl_animals\animals_65.png,0,,245.79,0.0,1.0
24102802,cl_animals,4,test,13,assets\cl_animals\animals_65.png,0,,247.52,1.0,0.0
24102802,cl_animals,4,test,14,assets\cl_animals\animals_67.png,0,,249.25,0.0,1.0
24102802,cl_animals,4,test,15,assets\cl_animals\animals_18.png,0,,250.98,0.0,1.0
24102802,cl_animals,4,test,16,assets\cl_animals\animals_46.png,0,,252.71,0.0,1.0
24102802,cl_animals,4,test,17,assets\cl_animals\animals_6.png,0,,254.44,0.0,1.0
24102802,cl_animals,4,test,18,assets\cl_animals\animals_6.png,0,,256.16,1.0,0.0
24102802,cl_animals,4,test,19,assets\cl_animals\animals_57.png,0,,257.89,0.0,1.0
24102802,cl_animals,4,test,20,assets\cl_animals\animals_29.png,0,,259.62,0.0,1.0
24102802,cl_animals,5,test,0,assets\cl_animals\animals_80.png,0,,265.85,,
24102802,cl_animals,5,test,1,assets\cl_animals\animals_38.png,0,,267.58,0.0,1.0
24102802,cl_animals,5,test,2,assets\cl_animals\animals_23.png,0,,269.31,0.0,1.0
24102802,cl_animals,5,test,3,assets\cl_animals\animals_12.png,0,,271.04,0.0,1.0
24102802,cl_animals,5,test,4,assets\cl_animals\animals_36.png,0,,272.77,0.0,1.0
24102802,cl_animals,5,test,5,assets\cl_animals\animals_7.png,0,,274.5,0.0,1.0
24102802,cl_animals,5,test,6,assets\cl_animals\animals_3.png,0,,276.22,0.0,1.0
24102802,cl_animals,5,test,7,assets\cl_animals\animals_14.png,0,,277.95,0.0,1.0
24102802,cl_animals,5,test,8,assets\cl_animals\animals_5.png,0,,279.68,0.0,1.0
24102802,cl_animals,5,test,9,assets\cl_animals\animals_79.png,0,,281.41,0.0,1.0
24102802,cl_animals,5,test,10,assets\cl_animals\animals_86.png,0,,283.14,0.0,1.0
24102802,cl_animals,5,test,11,assets\cl_animals\animals_48.png,0,,284.86,0.0,1.0
24102802,cl_animals,5,test,12,assets\cl_animals\animals_19.png,0,,286.59,0.0,1.0
24102802,cl_animals,5,test,13,assets\cl_animals\animals_1.png,0,,288.32,0.0,1.0
24102802,cl_animals,5,test,14,assets\cl_animals\animals_1.png,0,,290.05,1.0,0.0
24102802,cl_animals,5,test,15,assets\cl_animals\animals_8.png,0,,291.78,0.0,1.0
24102802,cl_animals,5,test,16,assets\cl_animals\animals_83.png,0,,293.51,0.0,1.0
24102802,cl_animals,5,test,17,assets\cl_animals\animals_68.png,0,,295.23,0.0,1.0
24102802,cl_animals,5,test,18,assets\cl_animals\animals_15.png,0,,296.96,0.0,1.0
24102802,cl_animals,5,test,19,assets\cl_animals\animals_53.png,0,,298.69,0.0,1.0
24102802,cl_animals,5,test,20,assets\cl_animals\animals_13.png,0,,300.41,0.0,1.0
24102802,cl_animals,6,test,0,assets\cl_animals\animals_30.png,0,,307.73,,
24102802,cl_animals,6,test,1,assets\cl_animals\animals_22.png,0,,309.46,0.0,1.0
24102802,cl_animals,6,test,2,assets\cl_animals\animals_22.png,0,,311.19,1.0,0.0
24102802,cl_animals,6,test,3,assets\cl_animals\animals_4.png,0,,312.92,0.0,1.0
24102802,cl_animals,6,test,4,assets\cl_animals\animals_51.png,0,,314.65,0.0,1.0
24102802,cl_animals,6,test,5,assets\cl_animals\animals_42.png,0,,316.37,0.0,1.0
24102802,cl_animals,6,test,6,assets\cl_animals\animals_17.png,0,,318.1,0.0,1.0
24102802,cl_animals,6,test,7,assets\cl_animals\animals_17.png,0,,319.83,1.0,0.0
24102802,cl_animals,6,test,8,assets\cl_animals\animals_20.png,0,,321.56,0.0,1.0
24102802,cl_animals,6,test,9,assets\cl_animals\animals_47.png,0,,323.28,0.0,1.0
24102802,cl_animals,6,test,10,assets\cl_animals\animals_65.png,0,,325.01,0.0,1.0
24102802,cl_animals,6,test,11,assets\cl_animals\animals_21.png,0,,326.74,0.0,1.0
24102802,cl_animals,6,test,12,assets\cl_animals\animals_50.png,0,,328.47,0.0,1.0
24102802,cl_animals,6,test,13,assets\cl_animals\animals_10.png,0,,330.2,0.0,1.0
24102802,cl_animals,6,test,14,assets\cl_animals\animals_88.png,0,,331.93,0.0,1.0
24102802,cl_animals,6,test,15,assets\cl_animals\animals_89.png,0,,333.65,0.0,1.0
24102802,cl_animals,6,test,16,assets\cl_animals\animals_89.png,0,,335.38,1.0,0.0
24102802,cl_animals,6,test,17,assets\cl_animals\animals_16.png,0,,337.11,0.0,1.0
24102802,cl_animals,6,test,18,assets\cl_animals\animals_16.png,0,,338.83,1.0,0.0
24102802,cl_animals,6,test,19,assets\cl_animals\animals_84.png,0,,340.56,0.0,1.0
24102802,cl_animals,6,test,20,assets\cl_animals\animals_84.png,0,,342.29,1.0,0.0
24102802,cl_animals,7,test,0,assets\cl_animals\animals_80.png,0,,349.47,,
24102802,cl_animals,7,test,1,assets\cl_animals\animals_9.png,0,,351.2,0.0,1.0
24102802,cl_animals,7,test,2,assets\cl_animals\animals_33.png,0,,352.93,0.0,1.0
24102802,cl_animals,7,test,3,assets\cl_animals\animals_52.png,0,,354.66,0.0,1.0
24102802,cl_animals,7,test,4,assets\cl_animals\animals_5.png,0,,356.38,0.0,1.0
24102802,cl_animals,7,test,5,assets\cl_animals\animals_74.png,0,,358.11,0.0,1.0
24102802,cl_animals,7,test,6,assets\cl_animals\animals_64.png,0,,359.84,0.0,1.0
24102802,cl_animals,7,test,7,assets\cl_animals\animals_85.png,0,,361.57,0.0,1.0
24102802,cl_animals,7,test,8,assets\cl_animals\animals_85.png,0,,363.3,1.0,0.0
24102802,cl_animals,7,test,9,assets\cl_animals\animals_31.png,0,,365.02,0.0,1.0
24102802,cl_animals,7,test,10,assets\cl_animals\animals_31.png,0,,366.75,1.0,0.0
24102802,cl_animals,7,test,11,assets\cl_animals\animals_31.png,0,,368.48,1.0,0.0
24102802,cl_animals,7,test,12,assets\cl_animals\animals_70.png,0,,370.21,0.0,1.0
24102802,cl_animals,7,test,13,assets\cl_animals\animals_59.png,0,,371.93,0.0,1.0
24102802,cl_animals,7,test,14,assets\cl_animals\animals_41.png,0,,373.66,0.0,1.0
24102802,cl_animals,7,test,15,assets\cl_animals\animals_12.png,0,,375.39,0.0,1.0
24102802,cl_animals,7,test,16,assets\cl_animals\animals_81.png,0,,377.12,0.0,1.0
24102802,cl_animals,7,test,17,assets\cl_animals\animals_90.png,0,,378.85,0.0,1.0
24102802,cl_animals,7,test,18,assets\cl_animals\animals_44.png,0,,380.57,0.0,1.0
24102802,cl_animals,7,test,19,assets\cl_animals\animals_3.png,0,,382.3,0.0,1.0
24102802,cl_animals,7,test,20,assets\cl_animals\animals_77.png,0,,384.03,0.0,1.0
24102802,cl_animals,8,test,0,assets\cl_animals\animals_61.png,0,,391.98,,
24102802,cl_animals,8,test,1,assets\cl_animals\animals_8.png,0,,393.71,0.0,1.0
24102802,cl_animals,8,test,2,assets\cl_animals\animals_82.png,0,,395.44,0.0,1.0
24102802,cl_animals,8,test,3,assets\cl_animals\animals_71.png,0,,397.17,0.0,1.0
24102802,cl_animals,8,test,4,assets\cl_animals\animals_83.png,0,,398.9,0.0,1.0
24102802,cl_animals,8,test,5,assets\cl_animals\animals_72.png,0,,400.62,0.0,1.0
24102802,cl_animals,8,test,6,assets\cl_animals\animals_56.png,0,,402.35,0.0,1.0
24102802,cl_animals,8,test,7,assets\cl_animals\animals_49.png,0,,404.08,0.0,1.0
24102802,cl_animals,8,test,8,assets\cl_animals\animals_53.png,0,,405.81,0.0,1.0
24102802,cl_animals,8,test,9,assets\cl_animals\animals_17.png,0,,407.54,0.0,1.0
24102802,cl_animals,8,test,10,assets\cl_animals\animals_76.png,0,,409.27,0.0,1.0
24102802,cl_animals,8,test,11,assets\cl_animals\animals_34.png,0,,410.99,0.0,1.0
24102802,cl_animals,8,test,12,assets\cl_animals\animals_78.png,0,,412.72,0.0,1.0
24102802,cl_animals,8,test,13,assets\cl_animals\animals_16.png,0,,414.45,0.0,1.0
24102802,cl_animals,8,test,14,assets\cl_animals\animals_30.png,0,,416.18,0.0,1.0
24102802,cl_animals,8,test,15,assets\cl_animals\animals_75.png,0,,417.91,0.0,1.0
24102802,cl_animals,8,test,16,assets\cl_animals\animals_48.png,0,,419.64,0.0,1.0
24102802,cl_animals,8,test,17,assets\cl_animals\animals_60.png,0,,421.37,0.0,1.0
24102802,cl_animals,8,test,18,assets\cl_animals\animals_1.png,0,,423.1,0.0,1.0
24102802,cl_animals,8,test,19,assets\cl_animals\animals_2.png,0,,424.83,0.0,1.0
24102802,cl_animals,8,test,20,assets\cl_animals\animals_35.png,0,,426.55,0.0,1.0
24102802,cl_animals,9,test,0,assets\cl_animals\animals_29.png,0,,433.86,,
24102802,cl_animals,9,test,1,assets\cl_animals\animals_36.png,0,,435.58,0.0,1.0
24102802,cl_animals,9,test,2,assets\cl_animals\animals_57.png,0,,437.31,0.0,1.0
24102802,cl_animals,9,test,3,assets\cl_animals\animals_57.png,0,,439.04,1.0,0.0
24102802,cl_animals,9,test,4,assets\cl_animals\animals_68.png,0,,440.77,0.0,1.0
24102802,cl_animals,9,test,5,assets\cl_animals\animals_80.png,0,,442.5,0.0,1.0
24102802,cl_animals,9,test,6,assets\cl_animals\animals_62.png,0,,444.23,0.0,1.0
24102802,cl_animals,9,test,7,assets\cl_animals\animals_62.png,0,,445.96,1.0,0.0
24102802,cl_animals,9,test,8,assets\cl_animals\animals_21.png,0,,447.68,0.0,1.0
24102802,cl_animals,9,test,9,assets\cl_animals\animals_86.png,0,,449.41,0.0,1.0
24102802,cl_animals,9,test,10,assets\cl_animals\animals_67.png,0,,451.14,0.0,1.0
24102802,cl_animals,9,test,11,assets\cl_animals\animals_6.png,0,,452.87,0.0,1.0
24102802,cl_animals,9,test,12,assets\cl_animals\animals_13.png,0,,454.59,0.0,1.0
24102802,cl_animals,9,test,13,assets\cl_animals\animals_8.png,0,,456.32,0.0,1.0
24102802,cl_animals,9,test,14,assets\cl_animals\animals_70.png,0,,458.05,0.0,1.0
24102802,cl_animals,9,test,15,assets\cl_animals\animals_70.png,0,,459.78,1.0,0.0
24102802,cl_animals,9,test,16,assets\cl_animals\animals_43.png,0,,461.51,0.0,1.0
24102802,cl_animals,9,test,17,assets\cl_animals\animals_26.png,0,,463.24,0.0,1.0
24102802,cl_animals,9,test,18,assets\cl_animals\animals_26.png,0,,464.97,1.0,0.0
24102802,cl_animals,9,test,19,assets\cl_animals\animals_73.png,0,,466.7,0.0,1.0
24102802,cl_animals,9,test,20,assets\cl_animals\animals_81.png,0,,468.42,0.0,1.0
24102802,cl_animals,10,test,0,assets\cl_animals\animals_65.png,0,,475.47,,
24102802,cl_animals,10,test,1,assets\cl_animals\animals_49.png,0,,477.2,0.0,1.0
24102802,cl_animals,10,test,2,assets\cl_animals\animals_18.png,0,,478.93,0.0,1.0
24102802,cl_animals,10,test,3,assets\cl_animals\animals_42.png,0,,480.66,0.0,1.0
24102802,cl_animals,10,test,4,assets\cl_animals\animals_42.png,0,,482.38,1.0,0.0
24102802,cl_animals,10,test,5,assets\cl_animals\animals_42.png,0,,484.11,1.0,0.0
24102802,cl_animals,10,test,6,assets\cl_animals\animals_88.png,0,,485.84,0.0,1.0
24102802,cl_animals,10,test,7,assets\cl_animals\animals_9.png,0,,487.57,0.0,1.0
24102802,cl_animals,10,test,8,assets\cl_animals\animals_41.png,0,,489.3,0.0,1.0
24102802,cl_animals,10,test,9,assets\cl_animals\animals_47.png,0,,491.03,0.0,1.0
24102802,cl_animals,10,test,10,assets\cl_animals\animals_4.png,0,,492.75,0.0,1.0
24102802,cl_animals,10,test,11,assets\cl_animals\animals_33.png,0,,494.48,0.0,1.0
24102802,cl_animals,10,test,12,assets\cl_animals\animals_79.png,0,,496.21,0.0,1.0
24102802,cl_animals,10,test,13,assets\cl_animals\animals_78.png,0,,497.94,0.0,1.0
24102802,cl_animals,10,test,14,assets\cl_animals\animals_30.png,0,,499.67,0.0,1.0
24102802,cl_animals,10,test,15,assets\cl_animals\animals_87.png,0,,501.39,0.0,1.0
24102802,cl_animals,10,test,16,assets\cl_animals\animals_87.png,0,,503.12,1.0,0.0
24102802,cl_animals,10,test,17,assets\cl_animals\animals_3.png,0,,504.85,0.0,1.0
24102802,cl_animals,10,test,18,assets\cl_animals\animals_27.png,0,,506.58,0.0,1.0
24102802,cl_animals,10,test,19,assets\cl_animals\animals_19.png,0,,508.31,0.0,1.0
24102802,cl_animals,10,test,20,assets\cl_animals\animals_90.png,0,,510.04,0.0,1.0
24102802,cl_faces,1,test,0,assets\cl_faces\faces_86.png,0,,542.57,,
24102802,cl_faces,1,test,1,assets\cl_faces\faces_15.png,0,,544.29,0.0,1.0
24102802,cl_faces,1,test,2,assets\cl_faces\faces_73.png,0,,546.02,0.0,1.0
24102802,cl_faces,1,test,3,assets\cl_faces\faces_43.png,0,,547.75,0.0,1.0
24102802,cl_faces,1,test,4,assets\cl_faces\faces_5.png,0,,549.48,0.0,1.0
24102802,cl_faces,1,test,5,assets\cl_faces\faces_59.png,0,,551.2,0.0,1.0
24102802,cl_faces,1,test,6,assets\cl_faces\faces_70.png,0,,552.93,0.0,1.0
24102802,cl_faces,1,test,7,assets\cl_faces\faces_41.png,0,,554.65,0.0,1.0
24102802,cl_faces,1,test,8,assets\cl_faces\faces_90.png,0,,556.38,0.0,1.0
24102802,cl_faces,1,test,9,assets\cl_faces\faces_90.png,0,,558.11,1.0,0.0
24102802,cl_faces,1,test,10,assets\cl_faces\faces_30.png,0,,559.83,0.0,1.0
24102802,cl_faces,1,test,11,assets\cl_faces\faces_17.png,0,,561.56,0.0,1.0
24102802,cl_faces,1,test,12,assets\cl_faces\faces_77.png,0,,563.28,0.0,1.0
24102802,cl_faces,1,test,13,assets\cl_faces\faces_37.png,0,,565.01,0.0,1.0
24102802,cl_faces,1,test,14,assets\cl_faces\faces_52.png,0,,566.73,0.0,1.0
24102802,cl_faces,1,test,15,assets\cl_faces\faces_45.png,0,,568.46,0.0,1.0
24102802,cl_faces,1,test,16,assets\cl_faces\faces_1.png,0,,570.18,0.0,1.0
24102802,cl_faces,1,test,17,assets\cl_faces\faces_54.png,0,,571.91,0.0,1.0
24102802,cl_faces,1,test,18,assets\cl_faces\faces_68.png,0,,573.65,0.0,1.0
24102802,cl_faces,1,test,19,assets\cl_faces\faces_44.png,0,,575.38,0.0,1.0
24102802,cl_faces,1,test,20,assets\cl_faces\faces_44.png,0,,577.1,1.0,0.0
24102802,cl_faces,2,test,0,assets\cl_faces\faces_4.png,0,,584.12,,
24102802,cl_faces,2,test,1,assets\cl_faces\faces_4.png,0,,585.84,1.0,0.0
24102802,cl_faces,2,test,2,assets\cl_faces\faces_21.png,0,,587.57,0.0,1.0
24102802,cl_faces,2,test,3,assets\cl_faces\faces_57.png,0,,589.3,0.0,1.0
24102802,cl_faces,2,test,4,assets\cl_faces\faces_23.png,0,,591.02,0.0,1.0
24102802,cl_faces,2,test,5,assets\cl_faces\faces_26.png,0,,592.75,0.0,1.0
24102802,cl_faces,2,test,6,assets\cl_faces\faces_35.png,0,,594.48,0.0,1.0
24102802,cl_faces,2,test,7,assets\cl_faces\faces_42.png,0,,596.21,0.0,1.0
24102802,cl_faces,2,test,8,assets\cl_faces\faces_34.png,0,,597.93,0.0,1.0
24102802,cl_faces,2,test,9,assets\cl_faces\faces_80.png,0,,599.66,0.0,1.0
24102802,cl_faces,2,test,10,assets\cl_faces\faces_29.png,0,,601.38,0.0,1.0
24102802,cl_faces,2,test,11,assets\cl_faces\faces_82.png,0,,603.11,0.0,1.0
24102802,cl_faces,2,test,12,assets\cl_faces\faces_6.png,0,,604.84,0.0,1.0
24102802,cl_faces,2,test,13,assets\cl_faces\faces_49.png,0,,606.57,0.0,1.0
24102802,cl_faces,2,test,14,assets\cl_faces\faces_48.png,0,,608.29,0.0,1.0
24102802,cl_faces,2,test,15,assets\cl_faces\faces_14.png,0,,610.02,0.0,1.0
24102802,cl_faces,2,test,16,assets\cl_faces\faces_63.png,0,,611.75,0.0,1.0
24102802,cl_faces,2,test,17,assets\cl_faces\faces_40.png,0,,613.48,0.0,1.0
24102802,cl_faces,2,test,18,assets\cl_faces\faces_81.png,0,,615.2,0.0,1.0
24102802,cl_faces,2,test,19,assets\cl_faces\faces_32.png,0,,616.93,0.0,1.0
24102802,cl_faces,2,test,20,assets\cl_faces\faces_27.png,0,,618.66,0.0,1.0
24102802,cl_faces,3,test,0,assets\cl_faces\faces_15.png,0,,624.62,,
24102802,cl_faces,3,test,1,assets\cl_faces\faces_5.png,0,,626.35,0.0,1.0
24102802,cl_faces,3,test,2,assets\cl_faces\faces_83.png,0,,628.07,0.0,1.0
24102802,cl_faces,3,test,3,assets\cl_faces\faces_58.png,0,,629.8,0.0,1.0
24102802,cl_faces,3,test,4,assets\cl_faces\faces_30.png,0,,631.53,0.0,1.0
24102802,cl_faces,3,test,5,assets\cl_faces\faces_31.png,0,,633.25,0.0,1.0
24102802,cl_faces,3,test,6,assets\cl_faces\faces_87.png,0,,634.98,0.0,1.0
24102802,cl_faces,3,test,7,assets\cl_faces\faces_37.png,0,,636.71,0.0,1.0
24102802,cl_faces,3,test,8,assets\cl_faces\faces_55.png,0,,638.44,0.0,1.0
24102802,cl_faces,3,test,9,assets\cl_faces\faces_65.png,0,,640.16,0.0,1.0
24102802,cl_faces,3,test,10,assets\cl_faces\faces_64.png,0,,641.89,0.0,1.0
24102802,cl_faces,3,test,11,assets\cl_faces\faces_16.png,0,,643.62,0.0,1.0
24102802,cl_faces,3,test,12,assets\cl_faces\faces_3.png,0,,645.34,0.0,1.0
24102802,cl_faces,3,test,13,assets\cl_faces\faces_74.png,0,,647.07,0.0,1.0
24102802,cl_faces,3,test,14,assets\cl_faces\faces_44.png,0,,648.79,0.0,1.0
24102802,cl_faces,3,test,15,assets\cl_faces\faces_11.png,0,,650.52,0.0,1.0
24102802,cl_faces,3,test,16,assets\cl_faces\faces_11.png,0,,652.25,1.0,0.0
24102802,cl_faces,3,test,17,assets\cl_faces\faces_46.png,1,0.68,653.97,0.0,0.0
24102802,cl_faces,3,test,18,assets\cl_faces\faces_79.png,0,,655.7,0.0,1.0
24102802,cl_faces,3,test,19,assets\cl_faces\faces_9.png,0,,657.43,0.0,1.0
24102802,cl_faces,3,test,20,assets\cl_faces\faces_80.png,0,,659.15,0.0,1.0
24102802,cl_faces,4,test,0,assets\cl_faces\faces_17.png,0,,665.87,,
24102802,cl_faces,4,test,1,assets\cl_faces\faces_90.png,0,,667.59,0.0,1.0
24102802,cl_faces,4,test,2,assets\cl_faces\faces_53.png,0,,669.32,0.0,1.0
24102802,cl_faces,4,test,3,assets\cl_faces\faces_73.png,0,,671.05,0.0,1.0
24102802,cl_faces,4,test,4,assets\cl_faces\faces_70.png,0,,672.78,0.0,1.0
24102802,cl_faces,4,test,5,assets\cl_faces\faces_45.png,0,,674.5,0.0,1.0
24102802,cl_faces,4,test,6,assets\cl_faces\faces_77.png,0,,676.23,0.0,1.0
24102802,cl_faces,4,test,7,assets\cl_faces\faces_62.png,0,,677.96,0.0,1.0
24102802,cl_faces,4,test,8,assets\cl_faces\faces_48.png,0,,679.68,0.0,1.0
24102802,cl_faces,4,test,9,assets\cl_faces\faces_86.png,0,,681.41,0.0,1.0
24102802,cl_faces,4,test,10,assets\cl_faces\faces_81.png,0,,683.14,0.0,1.0
24102802,cl_faces,4,test,11,assets\cl_faces\faces_41.png,0,,684.86,0.0,1.0
24102802,cl_faces,4,test,12,assets\cl_faces\faces_57.png,0,,686.59,0.0,1.0
24102802,cl_faces,4,test,13,assets\cl_faces\faces_18.png,0,,688.32,0.0,1.0
24102802,cl_faces,4,test,14,assets\cl_faces\faces_18.png,0,,690.05,1.0,0.0
24102802,cl_faces,4,test,15,assets\cl_faces\faces_5.png,0,,691.77,0.0,1.0
24102802,cl_faces,4,test,16,assets\cl_faces\faces_85.png,0,,693.5,0.0,1.0
24102802,cl_faces,4,test,17,assets\cl_faces\faces_63.png,0,,695.22,0.0,1.0
24102802,cl_faces,4,test,18,assets\cl_faces\faces_69.png,0,,696.95,0.0,1.0
24102802,cl_faces,4,test,19,assets\cl_faces\faces_84.png,0,,698.67,0.0,1.0
24102802,cl_faces,4,test,20,assets\cl_faces\faces_36.png,0,,700.41,0.0,1.0
24102802,cl_faces,5,test,0,assets\cl_faces\faces_42.png,0,,706.34,,
24102802,cl_faces,5,test,1,assets\cl_faces\faces_14.png,0,,708.07,0.0,1.0
24102802,cl_faces,5,test,2,assets\cl_faces\faces_61.png,0,,709.79,0.0,1.0
24102802,cl_faces,5,test,3,assets\cl_faces\faces_72.png,0,,711.52,0.0,1.0
